ID;Sinônimo
6130;Alérgeno específico F233 - Derivados do ovo
6130;RAST para F233 - ovomucóide
6130;RAST para ovomucóide F233
6130;Immunocap para F233 - ovomucóide
6130;Immunocap para ovomucóide F233
6131;IgE Específico, D202 - ácaro - Dermatophagoides pteronyssinus (n Der p1)
6131;Alérgeno específico D202 - ácaro - Dermatophagoides pteronyssinus
6131;RAST para D202 -  ácaro - Dermatophagoides pteronyssinus
6131;RAST para D202 - n Der p 1
6131;RAST para ácaro (Dermatophagoides pteronyssinus)  D202  (n Der p 1 )
6131;Immunocap para D202 - ácaro (Dermatophagoides pteronyssinus)
6131;Immunocap para ácaro (Dermatophagoides pteronyssinus)  D202
6132;IgE Específico, F416 - omega 5 - gliadina
6132;IgE Específico, F416 - gliadina
6132;Alérgeno específico F416 - Omega 5 - gliadina
6132;RAST para F416- omega 5
6132;RAST para omega 5 - gliadina F416
6132;RASTpara gliadina  F416
6132;Immunocap para F416 - omega 5 - gliadina
6139;CEBP-alfa
6139;CCAAT/enhancer binding protein (C/EBP), alpha
6140;Antígeno Carcinoembriônico, líquido pericardico
6140;Antígeno Carcinoembriônico, líquido ascitico
6140;Antígeno Carcinoembriônico, cisto pancreatico
6140;Antígeno Carcinoembriônico, cisto ovariano
6140;CEA, líquido pleural
6140;CEA, líquido pericardico
6140;CEA, líquido ascitico
6140;CEA, cisto ovariano
6140;CEA, cisto pancreático
6140;Carcinoembrionico, antígeno, líquido pleural
6140;Carcinoembrionico, antígeno, líquido pericárdico
6140;Carcinoembrionico, antígeno, líquido ascítico
6140;Carcinoembrionico, antígeno, cisto ovariano
6140;Carcinoembrionico, antígeno, cisto pancreático
6141;CA 199, em líquido pleural
6141;CA 199, em líquido ascítico
6141;CA 199, em líquido pericárdico
6141;CA 199, em cisto ovariano
6141;CA 199, em cisto pancreático
6142;CA 125, líquido ascítico
6142;CA 125, líquido pleural
6142;CA 125, líquido pericárdico
6142;CA 125, cisto pancreático
6142;CA 125, cisto ovariano
6143;Anfifisina, anticorpos, liquor
6143;ANNA-1, liquor
6143;ANNA-2, liquor
6143;ANNA-3, liquor
6143;AGNA-1, liquor
6143;PCA-1, liquor
6143;PCA-2, liquor
6143;PCA-Tr, liquor
6143;CRMP-5, IgG, liquor
6143;anti NMDA, liquor
6144;Anticorpos anti-Ma-1 e Ma-2
6147;PCR para KPC
6147;PCR para NDM
6148;Teste de histocompatibilidade de alta resolução, HLA A
6148;HLA A
6149;HLA B
6149;Teste de histocompatibilidade de alta resolução, HLA B
6150;HLA C
6150;Teste de histocompatibilidade de alta resolução, HLA C
6151;Beta amilóide no Liquor
6151;Fosfotau no Liquor
6151;Proteína Tau no Liquor
6151;Alzheimer no liquor
6154;Índice roma
6154;Índice de risco de neoplasia epitelial de ovário
6156;TRANSLUCÊNCIA NUCAL SEM DOPPLER
6156;US TRANSVAGINAL PARA TRANSLUCÊNCIA NUCAL
6207;Pentacam de olho direito
6207;Sistema de medição e análise do seguimento anterior do olho direito
6207;Ceratoscopia computadorizada da córnea por pentacam de olho direito
6207;Topografia corneana por pentacam de olho direito
6207;Mapa paquimétrico por pentacam de olho direito
6208;Pentacam de olho esquerdo
6208;Sistema de medição e análise do seguimento anterior do olho esquerdo
6208;Ceratoscopia computadorizada da córnea por pentacam de olho esquerdo
6208;Topografia corneana por pentacam de olho esquerdo
6208;Mapa paquimétrico por pentacam de olho esquerdo
6209;Pentacam de ambos os olhos
6209;Sistema de medição e análise do seguimento anterior de ambos os olhos
6209;Ceratoscopia computadorizada da córnea por pentacam de ambos os olhos
6209;Topografia corneana por pentacam de ambos os olhos
6209;Mapa paquimétrico por pentacam de ambos os olhos
6211;Mutação 35delG da Conexina
6213;Gama Glutamil Transferase, em líquido biológico
6213;Gamaglutamil transpeptidase, em líquido biológico
6213;Gama GT líquido biológico
6214;Alcalina, fosfatase, em líquido biológico
6214;ALP, em líquido biológico
6214;Fosfatase alcalina, em líquido biológico
6214;Hepatopatias, fosfatase alcalina, em líquido biológico
6214;FA, em líquido biológico
6215;Lactato, em liquido biologicos
6216;Creatino-quinase (ck), em líquido biológico
6216;Creatino fosfoquinase, em líquido biológico
6216;Creatina fosfoquinase, em líquido biológico
6218;PRIMIDONA, pesquisa e dosagem no sangue, para hospitais
6218;EPIDONA
6218;MYSOLINE
6227;IgE Específico, F232 - ovoalbumina
6227;Alérgeno específico F232 - ovoalbumina
6227;RAST para F232 - ovoalbumina
6227;RAST para ovoalbumina - F232
6227;Immunocap para F232 - ovoalbumina
6227;Immunocap para ovoalbumina - F232
6228;Nível sérico de voriconazol
6228;Dosagem de voriconazol
6252;RM FETAL
6254;Sinonímias tiroglobulina (tireoglobulina) após TSH
6254;Tiroglobulina (tireoglobulina) após estímulo com TSH recombinante
6254;Tiroglobulina (tireoglobulina) após hipotiroidismo
6256;Enterovírus, detecção do RNA, fezes
6256;Enterovirus, detecção por PCR, fezes
6256;RT- PCR, enterovirus, fezes
6256;Enterovirus, detecção nas fezes
6257;Ultrassom morfológico para o 2º trimestre
6257;Ultra-som Morfológico sem doppler 2° Trimestre
6258;Oligossacarídeos
6265;MIBI com VO2
6265;Cintilografia miocárdica e teste cardiopulmonar
6265;Tálio e TCP
6265;MIBI e VO2
6265;Tálio e VO2
6265;Cintilografia miocárdica com injeção no limiar ventilatório
6265;Cintilografia com VO2
6265;Teste Cardiopulmonar com MIBI
6265;Teste Cardiopulmonar com Cintilografia do Miocárdio MIBI
6267;Acretismo placentário
6267;Placenta prévia
6267;Placenta marginal
6268;Sequenciamento exon12 JAK2
6268;Análise mutações exon12 JAK2
6272;Primovist
6272;Contrastre para Ressonância magnética hepato-específico
6273;troponina I, dosagem, protocolo de urgência
6273;troponina I, dosagem no plasma, protocolo de urgência
6275;Avaliação de marcapasso
6275;Avaliação de bateria de marcapasso
6275;Avaliação do gerador de marcapasso
6275;Avaliação de ressincronizador cardíaco
6275;Avaliação de desfibrilador cardíaco
6286;Mutação W515L W515K no gene MPL, detecção por PCR em tempo real
6286;MPL, detecção da mutação W515L W515K
6286;Detecção das mutações W515 no gene MPL
6286;W515L W515K, MPL, detecção da mutação
6286;Pesquisa de mutação do gene MPL
6287;Avaliação de Via Alternativa do Complemento
6287;Ensaio hemolítico funcional da Via Alternativa do Sistema Complemento
6287;Via alternativa, total, por imunoensaio, soro
6287;AP50
6288;ImmunoCAP ISAC
6288;ISAC 112
6288;ISAC IgE específica
6288;Microarray IgE específica
6288;Painel de 112 alérgenos
6288;Painel de alérgenos recombinantes
6288;Immuno Solid-phase Allergen Chip
6288;Teste do chip de alergia
6292;CAION pós-diálise
6292;CAION pós-filtro
6299;Keppra
6300;TRYPTASE
6303;MBP
6303;mielina básica proteína
6305;Polimorfismo AI-1 4G / 5G
6305;PAI-1 (Inibidor do Ativador de Plasminogênio-1)
6305;Polimorfismo do Promotor PAI-1
6305;Inibidor Ativador de Plasminogênio-1
6306;5 DEHIDROTESTOSTERONA, REGIONAIS, SORO
6306;5 ALFA DIHIDROTESTOSTERONA, SORO
6306;DHT PARA REGIONAIS
6307;Megacolon Congênito
6307;Doença de Hirschprung
6307;Megacolon agangliônico
6307;Aganglionose intestinal
6311;Detecção Rápida para vírus Influenza A, H1N1 2009 e Influenza B
6311;Influenza A, H1N1 2009, Influenza B, Detecção Molecular Rápida, vírus
6311;Sistema automatizado de Detecção dos vírus Influenza A, H1N1 2009 e Influenza B
6311;Sistema GeneXpert Cepheid para detecção rápida dos vírus Influenza A, H1N1 2009
6312;ENTEROGRAFIA POR RESSONÂNCIA MAGNÉTICA
6312;RESSONÂNCIA DO INTESTINO DELGADO
6312;RESSONÂNCIA PARA ALÇA INTESTINAL
6312;ENTERORRESSONANCIA
6313;PET/CT dos ossos
6313;PET/CT ósseo
6313;Fluoreto
6313;PET/CT com fluoreto
6313;Pesquisa de metástase óssea com fluoreto
6313;Pesquisa de metástase óssea com PET/CT
6315;Telelaringoscopia
6315;Laringoscopia com estroboscopia
6315;Laringoscopia rígida
6315;Laringoscopia direta ORL
6315;Laringoscopia ORL
6315;Videolaringoestroboscopia
6315;ENDOSCOPIA DE HIPOFARINGE E LARINGE
6315;ENDOSCOPIA LARINGEA
6315;FIBROLARINGOSCOPIA
6315;LARINGOFIBROSCOPIA
6315;LARINGOSCOPIA DIRETA
6315;Faringoscopia
6315;Faringolaringoscopia
6315;Videolaringoscopia com foto
6315;VIDEOLARINGOSCOPIA
6315;VIDEOLARINGOSCOPIA RIGIDA
6315;VIDEOLARINGOSCOPIA DIRETA
6315;LARINGOESTROBOSCOPIA
6316;Videofibronasofaringolaringoscopia
6316;Videolaringoscopia flexível
6316;Endoscopia nasal flexível
6316;NASOFIBROFARINGOLARINGOSCOPIA INFANTIL
6316;NASOFIBROLARINGOSCOPIA INFANTIL
6316;FIBRONASOLARINGOSCOPIA INFANTIL
6316;NASOFIBROSCOPIA INFANTIL
6316;VIDEOFIBRONASOFARINGOLARINGOSCOPIA INFANTIL
6317;Videonasofibrolaringo da deglutição infantil
6317;Videonasofibrolaringoscopia com estudo dinâmico da deglutição
6317;Avaliação da deglutição por videonasofibrolaringoscopia infantil
6318;Análise de mutação do gene EGFR (exons 18 a 21)
6318;Gene EGFR, análise de mutação
6319;Ressonância Magnética da Próstata
6319;Ressonância Magnética Multiparamétrica da Próstata
6319;Ressonância Magnética da Próstata com Difusão e Perfusão
6319;Ressonância Magnética da Próstata sem bobina (coil) endorretal
6319;Ressonância Magnética da Pelve para Avaliação da Próstata
6319;Ressonância Magnética da Pelve para Estadiamento de Câncer de Próstata
6319;RM Prostata funcional
6319;RESSONANCIA MAGNETICA DA PROSTATA PARA PSA ELEVADO
6320;KIT
6320;Mutações no gene KIT
6320;Avaliação exons 8 e 17
6320;Gene KIT
6323;ECOCARDIOGRAMA COM SOLUÇÃO SALINA.
6323;ECOCARDIOGRAMA COM MICROBOLHAS (solucao salina)
6323;ECOCARDIOGRAMA TRANSTORACICO COM DOPPLER E MICROBOLHAS (solucao salina)
6324;Detecção de hemorragia feto-materna
6324;Quantificação de hemorragia materno-fetal
6324;Detecção de hemorragia mateno-fetal
6324;Quantificação de hemácias fetais na circulação materna
6324;Teste de Kleihauer
6325;Cintilografia cerebral para receptores dopaminergicos
6325;CINTILOGRAFIA CEREBRAL COM ESTUDO DOS TRANSPORTADORES DE DOPAMINA
6325;CINTILOGRAFIA OU SPECT CEREBRAL PARA PARKINSON
6325;SPECT CEREBRAL COM TRODAT
6329;Rastreamento não invasivo de trissomias fetais
6329;Diagnóstico de cromossomopatias no sangue materno
6329;Análise de trissomias fetais por sequenciamento
6329;Harmony test
6329;Pesquisa de aneuploidias fetais no sangue materno
6329;Cariotipo fetal em sangue materno
6329;DNA fetal no sangue materno (SÍNDROMES / TRISSOMIAS)
6329;Verify test
6329;CFDNA
6329;VERIFI TEST
6329;NIPT
6329;EXAME PRE NATAL NAO INVASIVO
6341;RM para pesquisa de de prolapsos dos órgãos pélvicos
6341;Defecografia por ressonância magnética
6341;Ressonância magnética dinâmica do assoalho pélvico
6341;Ressonância magnética para pesquisa de distopia pélvica
6341;Ressonância de Períneo
6341;DEFECO-RM
6341;DEFECORRESONÂNCIA
6341;RESSONÂNCIA MAGNÉTICA (DINÂMICA) DO ASSOALHO PÉLVICO
6341;RESSONÂNCIA MAGNÉTICA DE PERÍNEO
6343;Rastreamento bioquímico da pré eclampsia
6343;Bioquímica da pré eclampsia
6345;Amniorredução
6349;Transfusão fetal
6349;Tratamento de anemia fetal
6350;Ultra-som avaliação feto-placentaria em centro cirúrgico
6350;Ultra-som avaliação obstétrica em centro cirúrgico
6350;Ultra-som do concepto em centro cirúrgico
6350;Ultra-som gestacional em centro cirúrgico
6350;Ultra-som obstétrico em centro cirúrgico
6350;Ultra-som obstétrico (gestação) em centro cirúrgico
6351;Medida do colo uterino pela via transvaginal
6351;Avaliação do colo uterino na gestação
6351;Medida do colo uterino para risco de prematuridade
6351;USG TRANSVAGINAL PARA MEDIDA DE COLO UTERINO
6352;COLONOSCOPIA LONGA.
6352;COLOSCOPIA.
6352;ENDOSCOPIA DIGESTIVA BAIXA.
6352;ENDOSCOPIA DO COLON.
6352;ENDOSCOPIA DO INTESTINO GROSSO.
6352;FIBROCOLONOSCOPIA.
6352;VIDEOCOLONOSCOPIA.
6352;ILEOCOLONOSCOPIA COM PREPARO EM CASA
6353;Derivação tóraco-amniótica ou uro-amniótica
6357;ANGIOTOMOGRAFIA VENOSA DE ABDOME E PELVE
6357;ANGIOTOMOGRAFIA DE VEIA CAVA INFERIOR
6357;ANGIOTOMOGRAFIA DE VEIAS ILÍACAS
6357;ANGIOTOMOGRAFIA DE VEIAS RENAIS
6357;ANGIOTOMOGRAFIA DE ABDOME/PELVE PARA PESQUISA DE TROMBOSE VENOSA
6357;ANGIOTOMOGRAFIA DE ABDOME/PELVE PARA PESQUISA DE COMPRESSÃO DA(S) VEIA(S) ILÍACA
6357;ANGIOTOMOGRAFIA DE ABDOME/PELVE PARA PESQUISA DE SINDROME DE COCKETT
6357;ANGIOTOMOGRAFIA DE ABDOME/PELVE PARA PESQUISA DE SINDROME DE NUTCRACKER
6357;ANGIOTOMOGRAFIA DE PELVE PARA AVALIAÇÃO DE VARIZES PÉLVICAS
6365;"Teste para avaliação de deficiência de 3-&#946;-hidroxiesteroide desidrogenase"
6365;17 OH PREGNENOLONA APOS ESTIMULO COM ACTH, SORO
6365;17 OH PREGNENOLONA, APOS ESTIMULO COM CORTROSINA, SORO
6368;Leucometria de medula óssea
6368;CNT em medula óssea
6368;TNC em medula óssea
6369;Pesquisa de eritrasma
6369;Eritrasma
6369;GRAM PARA ERITRASMA
6369;GRAM PARA CORYNEBACTERIUM MINUTISSIMUM
6370;Cultura para eritrasma
6374;Arixtra®
6374;anti-Xa
6374;Arixtra
6374;Fondaparinux
6374;atividade anti-Xa
6378;Prova rápida para detecção de Troponina T
6378;Teste rápido para Troponina T
6378;Prova rápida para Troponina T
6379;Prova rápida para detecção de CKMB massa
6379;Teste rápido para CKMB massa
6379;Prova rápida para CKMB massa
6380;Prova rápida para detecção de Mioglobina
6380;Teste rápido para Mioglobina
6380;Prova rápida para Mioglobina
6381;D-DIMEROS, PROVA RÁPIDA
6381;PROVA RÁPIDA PARA DETECÇÃO DE DÍMERO D
6381;TESTE RÁPIDO PARA DÍMERO D
6381;DIMEROS-D, PROVA RÁPIDA
6384;Ressonância Magnética de Corpo Inteiro
6384;Ressonância Magnética de Corpo Total
6384;Ressonância Magnética do Esqueleto ou do Sistema Osteomuscular
6384;Neurografia por Ressonância Magnética do Corpo Inteiro
6384;Ressonância Magnética Protocolo Mieloma Multiplo
6384;RESSONANCIA DE CORPO INTEIRO COM DIFUSAO
6395;Metaloprotease
6395;Enzima de clivagem do fator de von Willebrand
6395;ADAMTS13, síndrome hemolítico urêmica (SHU)
6395;ADAMTS13, síndrome hemolítico urêmia atípica (aSHU).
6397;Tromboelastograma, extem
6397;Trombel, extem
6397;Rotem, extem
6397;TEG, extem
6397;Tromboelastometria extem
6398;Tromboelastograma, intem
6398;Trombel, intem
6398;Rotem, intem
6398;TEG, intem
6398;Tromboelastometria, intem
6399;Tromboelastrograma, fibtem
6399;Rotem, fibtem
6399;TEG, fibtem
6399;Trombel, fibtem
6399;tromboelastometria, fibtem
6400;TRomboelastograma, heptem
6400;Trombe, heptem
6400;Rotem, heptem
6400;TEG, heptem
6400;Tromboelastometria, heptem
6401;Tromboelastograma, aptem
6401;Trombel, aptem
6401;Rotem, aptem
6401;TEG, aptem
6401;Tromboelastometria, aptem
6402;CLORO NA URINA EM AMOSTRA ISOLADA
6402;CLORO NA URINA, AMOSTRA ISOLADA
6402;CLORO EM AMOSTRA ISOLADA DE URINA
6403;Mapeamento da tireoide com MIBI-Tc99m
6404;Mapeamento da tireoide com Tc99m
6405;Cintilografia e captação da tireoide com iodo-131
6405;Mapeamento da tireoide com iodo-131
6407;Tratamento com iodo radioativo, Doença de Graves
6407;Dose terapêutica com iodo-131 para afecções tiroidianas (inferior a 30mCi)
6408;Tratamento com iodo radioativo, Doença de Plummer
6408;Dose terapêutica com iodo-131 para afecções tiroidianas (30mCi)
6409;Consulta para tratamento com iodo radioativo
6409;Consulta para iodoterapia
6409;Consulta para dose terapêutica iodo-131 para afecções tiroidianas
6409;Consulta para dose terapêutica iodo-131 para Doença de Graves
6409;Consulta para dose terapêutica iodo-131 para Doença de Plummer
6412;Cintilografia do corpo inteiro com iodo-131
6412;Mapeamento do corpo inteiro com iodo-131
6412;Pesquisa de metástases com iodo-131
6412;PCI  Pesquisa de corpo inteiro com iodo-131
6412;Pesquisa de corpo inteiro com iodo--131
6412;pesquisa de corpo inteiro com iodo  para pacientes  tiroidectomizados
6413;Cintilografia do miocárdio MIBI-99mTc associada ao teste ergométrico
6413;Estudo de perfusão miocárdica com MIBI-99mTc
6413;Estudo da perfusão miocárdica com SESTAMIBI
6413;Teste do esforço com MIBI
6413;ECG com MIBI-99mTc tomográfico
6413;Teste do esforço com MIBI tomográfico
6413;CINTILOGRAFIA (DE PERFUSÃO) MIOCÁRDICA
6413;CINTILOGRAFIA (DE PERFUSÃO) MIOCÁRDICA EM ESTRESSE E REPOUSO
6413;CINTILOGRAFIA (DE PERFUSÃO) MIOCÁRDICA COM ESTRESSE FÍSICO
6413;CINTILOGRAFIA (DE PERFUSÃO) MIOCÁRDICA DE ESFORÇO E REPOUSO
6413;CINTILOGRAFIA (DE PERFUSÃO) MIOCÁRDICA COM TESTE DE ESFORÇO
6417;Cintilografia do miocárdio MIBI-99mTc associada ao dipiridamol
6417;Avaliação da perfusão miocárdica com MIBI e dipiridamol
6417;Cintilografia de perfusão miocárdica com estresse farmacológico
6417;Cintilografia miocárdica com estresse farmacológico de dipiridamol
6419;Incidência adicional de mamografia
6420;Incidência adicional de radiografia coluna vertebral
6421;Incidência adicional de Face
6422;Incidência adicional de Joelho
6423;Incidência adicional de radiografia de membro inferior
6424;Incidência adicional de radiologia para membro superior
6425;Pesquisa de refluxo gastroesofágico por ultrassonografia
6426;Cintilografia de mamas para localização de lesão oculta
6426;ROLL (Radioguided occult lesion localization)
6427;Linfocintilografia mamária p/ linfonodo sentinela e localização de lesão oculta
6427;SNOLL (Sentinel node and occult lesion localization)
6428;Demarcação radioisotópica de linfonodo sentinela
6433;PCI após TSH Recombinante
6433;PCI após estímulo de de TSH Recombinante
6433;Pesquisa de Corpo Inteiro com Thyrogen.
6451;TC Computadorizada Abdomen total
6451;Tomografia Multislice Abdomen total
6451;TC Renal
6451;Tomografia Renal
6451;TC Rim (cálculo)
6451;Tomografia Multislice de Rim
6451;TC de vias urinárias
6451;Urotomografia
6451;TC de parede abdominal
6452;RM Abdome total
6452;RM Abdome superior / Inferior
6452;RESSONANCIA MAGNETICA DE ABDOME TOTAL E DE VIAS URINARIAS
6452;RESSONANCIA MAGNETICA DE ABDOME TOTAL, RINS E VIAS URINARIAS
6452;RESSONANCIA MAGNETICA DE ABDOME TOTAL E TRATO URINARIO
6452;RESSONANCIA MAGNETICA DE ABDOME TOTAL E PELVICO
6452;RESSONANCIA MAGNETICA DE ABDOME TOTAL E DA PELVE
6452;RM ABDOMEN TOTAL
6452;RESSONANCIA MAGNETICA, ABDOMEN TOTAL
6462;ANALISE DE EXOMA
6462;EXOMA, SEQUENCIAMENTO GENETICO COMPLETO
6462;ANALISE DE EXOMA POR SEQUENCIAMENTO DE NOVA GERAÇAO (NGS)
6462;EXOMA COMPLETO POR SEQUENCIAMENTO DE NOVA GERAÇAO (NGS)
6462;SEQUENCIAMENTO DE EXOMA POR NGS
6462;EXOMA, SEQUENCIAMENTO GENETICO COMPLETO POR NGS
6462;TESTE MOLECULAR PARA DISTROFIA MUSCULAR CONGENITA
6462;TESTE DE SEQUENCIAMENTO COMPLETO DO EXOMA
6464;EMR - Endoscopic mucosal resection
6464;Polipectomia com injeção submuscosa
6470;ABR infantil
6470;Tronco cerebral infantil, audiometria
6470;Tronco encefalico infantil, audiometria
6470;BERA infantil
6470;BSRA infantil
6470;BERA freqüência específica
6470;BERA estado estável
6470;Stead-State Potentials
6470;Potencial evocado auditivo infantil ou PEATE
6470;Potencial evocado auditivo de curta latência
6481;Pesquisa de Amnésia Global Transitória
6481;Pesquisa de trombose de veias jugulares
6481;Doppler de veias jugulares
6481;Ultrassom de veias jugulares
6485;Triagem genômica para malformações congênitas e deficiência intelectual
6485;Pesquisa de síndromes de microdeleção
6485;Pesquisa de síndromes de microduplicação subteloméricas
6485;Pesquisa de síndromes de intersticiais conhecidas
6485;ANALISE DE MICRODELECOES E MICRODUPLICACOES PARA MULTIPLAS MALFORMACOES CONGENIT
6487;Biomarcadores de fibrose hepática
6487;avaliação bioquímica de fibrose hepática
6487;escore de fibrose hepática
6487;índice de fibrose hepática
6488;RM para o diagnóstico de ICO
6488;RM para o diagnóstico de DAC
6488;RM para o diagnóstico de Isquemia Miocárdica
6488;RM para a avaliação de Perfusão Miocárdica
6488;RM para suspeita de Doença Arterial Coronária
6488;RM para suspeita de Insuficiência Coronária
6488;RM para avaliar defeito de perfusão coronária
6488;RM para avaliar defeito de percussão miocárdica
6488;RM com estresse
6488;RM sob estresse farmacológico
6488;RM com Dipiridamol
6488;RM com estimulo farmacológico
6488;Ressonancia de Coracao com Stress Farmacologico
6488;Ressonancia de Coracao com Dipiridamol
6488;RM coracao com Dipiridamol
6489;25 HIDROXI CALCIFEROL por espectrometria de massas
6489;25 OH  CALCIFEROL por espectrometria de massas
6489;CALCIFEROL por espectrometria de massas
6489;CALCIFEROL, VITAMINA D  por espectrometria de massas
6489;COLICALCIFEROL por espectrometria de massas
6489;HIPERCALCEMIA, 25 HIDROXI VITAMINA D por espectrometria de massas
6489;VITAMINA D3 por espectrometria de massas
6489;VITAMINA D, 25 HIDROXI por espectrometria de massas
6489;25 OHD por espectrometria de massas
6489;CALCIDIOL por espectrometria de massas
6489;25-HIDROXIVITAMINA D3 por espectrometria de massas
6490;Acidente de Trabalho Vítima - Hospital Santa Catarina
6491;Acidente de Trabalho Fonte - Hospital Santa Catarina
6492;PTH 1-84
6492;PTH (Paratormônio) Bioativo
6492;Forma Biologicamente ativa do PTH
6493;GLICEMIA.
6493;GLICOSE NO SORO.
6493;GLICEMIA DE JEJUM.
6494;Elastografia hepática
6494;Escore de fibrose hepática por ultrassonografia
6494;ELASTOGRAFIA HEPATICA POR ULTRASSOM
6494;ELASTOGRAFIA HEPATICA ARFI
6495;Elastografia Hepática por RM
6495;Elastografia de Fígado por Ressonância Magnética
6496;Anestesia para Colonoscopia
6497;Raio-x para visto
6497;RX visto
6497;Raio-x passaporte
6497;RX passaporte
6512;GlycoMark
6512;1,5-AG
6512;Glicomark
6512;1 5 AG
6512;15 AG
6512;1,5AG
6512;15AG
6512;1,5 AG
6513;Anti-ZNT8
6513;anticorpo antitrasportador de zinco 8
6514;DROGAS DE ABUSO NO CABELO
6516;URINA TIPO I coletada com sonda vesical
6516;URINA TIPO I coletada com cateterismo vesical
6516;URINA TIPO I coletada com sonda de alívio
6517;URINOCULTURA obtida por sonda vesical
6517;CULTURA DE URINA, SONDAGEM VESICAL
6517;UROCULTURA, SONDAGEM VESICAL
6518;Perfil de Expressão Genica da Tiroide
6518;Veracyte
6518;Marcadores moleculares da tiroide
6518;Perfil Molecular nódulo de tiroide
6518;Afirma
6518;PEG
6521;Pesquisa de microdeleções e microduplicações pela técnica de array
6521;SNP-ARRAY
6521;Pesquisa de microdeleções
6521;Pesquisa de microduplicações
6521;Microdeleções
6521;Microduplicações
6521;CNV
6521;Copy number variation
6521;Microarray
6521;Hibridização genômica comparativa
6521;Hibridação genômica comparativa
6537;Vacina para herpes zoster
6537;Vacina para zoster
6537;Vacina para prevenção da neurite pós-herpética
6537;Zostavax
6537;VARICELA ZOSTER, VACINA
6537;VACINA CONTRA VIRUS DA VARICELA ZOSTER
6538;Potencial evocado vestibular
6538;VEMP cervical
6538;Potencia miogênico vestibular
6538;Potencial Evocado Vestibular, VEMP Cervical, Potencial Miogênico Vestibular
6539;Tratamento de metástases com Xofigo
6539;Tratamento com Xofigo
6539;Tratamento de dor óssea com rádio-223
6539;Tratamento de dor óssea com Xofigo
6539;Tratamento de metástases ou dor óssea com rádio-223
6539;Tratamento de metástases ou dor óssea com Xofigo
6539;Tratamento com dicloreto de rádio-223
6551;Anti GQ1B
6551;ANTI GANGLIOSIDEO GQ1B (IGG)
6552;Bk vírus, poliomavirus na urina
6553;ECOCARDIOGRAMA E TESTE ERGOMÉTRICO
6568;RESSONÂNCIA MAGNÉTICA PENIANA
6568;RESSONÂNCIA MAGNÉTICA DA HASTE PENIANA
6568;RESSONÂNCIA MAGNÉTICA DOS ÓRGÃOS GENITAIS EXTERNOS MASCULINO
6568;RESSONÂNCIA MAGNÉTICA DA PRÓTESE PENIANA
6568;RESSONANCIA MAGNÉTICA NO PENIS
6569;RESSONÂNCIA MAGNÉTICA BOLSA TESTICULAR
6569;RESSONÂNCIA MAGNÉTICA DO ESCROTO
6569;RESSONÂNCIA MAGNÉTICA DOS TESTICULOS
6570;Emissões otoacusticas, infantil
6570;Evocada, otoemissão transiente, infantil
6570;Otoemissão transiente evocada, infantil
6570;Otoemissões, infantil
6570;Otoemissões por produto de distorcão, infantil
6570;Otoemissões por produto evocada, infantil
6570;Triagem auditiva neonatal
6570;Teste da orelhinha
6571;Volumetria de lobos temporais
6571;Volumetria de hipocampo
6571;NEUROQUANT®
6581;sFlt-1
6581;Relação sFlt-1/PLGF
6581;Tirosina quinase-1 solúvel semelhante a fms
6581;Fatores angiogênicos de pré-eclâmpsia
6584;Síndrome Wiskott-Aldrich
6584;Wiskott-Aldrich
6585;CALR
6585;Calreticulina
6585;Mutações Calreticulina
6585;Pesquisa de Mutações Calreticulina
6585;Inserções e Deleções Calreticulina
6586;Anticorpos anti-receptor da fosfolipase A2
6586;anti-PLA2R
6586;Anticorpos para glomerulonefrite membranosa idiopática
6586;Anticorpos para glomerulonefrite membranosa primária
6587;BACTERIOSCOPIA URGENTE HOSPITAIS
6588;RT-PCR CHIKUNGUNYA
6588;detecção de Chikungunya por PCR
6589;Antígeno do H. pylori nas fezes
6589;H. pylori nas fezes
6589;Método não invasivo para pesquisa de H. pylori
6590;Teste de reserva pancreática
6590;PEPTIDEO C APOS ESTIMULO COM GLICOSE
6590;TESTE DE ESTIMULO DE PEPTIDEO C COM GLICOSE
6590;ESTIMULO COM GLICOSE PARA DOSAR PEPTIDEO C
6592;Dilatação de Acalasia de esofago
6595;TEP
6595;Angiotomografia de tórax para TEP
6595;Tomografia para tromboembolismo pulmonar (TEP)
6595;ANGIOTOMOGRAFIA DE ARTÉRIA PULMONAR
6600;Hemocultura com identificação microbiana por espectrometria de massas
6600;Hemocultura com identificação microbiana por MALDI-ToF
6600;Identificação por MALDI-ToF direto do frasco de hemocultura positiva
6602;ULTRASSOM TRANSPLANTE RENAL C/ DOPPLER
6602;ULTRASSOM DOS RINS COM DOPPLER
6602;DOPPLER DAS ARTÉRIAS RENAIS
6602;DOPPLER DE ORTA ARTÉRIAS RENAIS
6602;veias renais, Doppler venoso
6604;Sorologia para Bordetella
6604;Sorologia para Bordetela
6604;Sorologia para Pertussis
6604;Sorologia para Pertusis
6604;Sorologia para Bordetella pertussis
6604;Anticorpos contra Bordetella
6604;Anticorpos contra Pertussis
6604;SOROLOGIA PARA COQUELUCHE
6604;COQUELUCHE, SOROLOGIA PARA
6604;COQUELUCHE, SOROLOGIA IGG E IGA, PARA
6604;COQUELUCHE ANTICORPOS IGG E IGA, SORO
6604;ANTICORPOS CONTRA COQUELUCHE
6606;Preparo de fezes para transplante fecal
6606;Transplante de fezes
6607;Mamografia 3D
6607;Tomossíntese mamária
6610;CALCITRIOL.
