ID;Sigla;Nome;Palavra-chave;Método;Complemento;Região do corpo;Incidência;Material
6411;MATERNO3;MATERNO3, Fleury Clínicas;MATERNO3;;Fleury Clínicas;;;
6412;CORPINTDIAG;PCI com iodo;;PCI com iodo;;;;
6413;MIBIESF;Cintilografia do miocárdio, associada ao Teste ergométrico;;Cintilografia do miocárdio;associada ao Teste ergométrico;;;
6414;GINECOLOGIA;GINECOLOGICO, Lare Fleury;GINECOLOGICO;;Lare Fleury;;;
6415;MIBITERGO;Esforço, eletrocardiograma;Esforço;;eletrocardiograma;;;
6417;MIBIDIP;Cintilografia do miocárdio, associada ao Dipiridamol;;Cintilografia do miocárdio;associada ao Dipiridamol;;;
6418;ASPULM;Aspiração pulmonar;Aspiração pulmonar;;;;;
6419;MAMOGADIC;Mamografia, Incidência adicional;Mamografia;;Incidência adicional;;;
6420;RXCOLADIC;Raios X, Incidência adicional, coluna vertebral;Raios X;;Incidência adicional;coluna vertebral;;
6421;RXCRANFACEADIC;Raios X, Incidência adicional, face;Raios X;;Incidência adicional;face;;
6422;RXJOELADIC;Raios X, Incidência adicional, joelho;Raios X;;Incidência adicional;joelho;;
6423;RXMMINFADIC;Raios X, Incidência adicional, membro Inferior;Raios X;;Incidência adicional;membro Inferior;;
6424;RXMMSUPADIC;Raios X, Incidência adicional, membro superior;Raios X;;Incidência adicional;membro superior;;
6425;USREFLUXO;Ultrassonografia, pesquisa de refluxo gastro-esofágico;;Ultrassonografia;pesquisa de refluxo gastro-esofágico;;;
6426;ROLLMN;Cintilografia mamária, para ROLL;;Cintilografia mamária;para ROLL;;;
6427;SNOLLMN;Cintilografia mamária, para SNOLL;;Cintilografia mamária;para SNOLL;;;
6428;SENTMN;Pesquisa de, linfonodo sentinela, linfocintilografia;;Pesquisa de;linfonodo sentinela, linfocintilografia;;;
6433;PCITSHREC;PCI com iodo - 131, após estimulo com TSH recombinante;;PCI com iodo - 131 ;após estimulo com TSH recombinante;;;
6449;NOSHOW;Taxa de Não Comparecimento, Check-Up;Taxa de Não Comparecimento;;Check-Up;;;
6450;TCCONTRASTED;Contraste, Exames específicos, para Tomografia computadorizada;Contraste;para Tomografia computadorizada;Exames específicos;;;
6451;TCABTOTAL;Tomografia computadorizada, abdome total;;Tomografia computadorizada;;abdome total;;
6452;RMABTOTAL;Ressonância magnética, abdome total;;Ressonância magnética;;abdome total;;
6453;NEONATAL;NEONATAL, Lare Fleury;NEONATAL;;Lare Fleury;;;
6454;LEUCOSE-AGUDA;LEUCOSE-AGUDA, Lare Fleury, Vários Materiais;LEUCOSE-AGUDA;;Lare Fleury;;;
6455;LINFOMA-DIAG;LINFOMA-DIAG, Lare Fleury;LINFOMA-DIAG;;Lare Fleury;;;
6456;LINFOMA-ESTADIA;LINFOMA-ESTADIA, Lare Fleury;LINFOMA-ESTADIA;;Lare Fleury;;;
6462;EXOMA;Sequenciamento de exoma, Vários Materiais;Sequenciamento de exoma;;;;;
6464;MUCOSEC;Mucosectomia;Mucosectomia;;;;;
6465;QADENOPCR;Adenovírus, detecção quantitativa do DNA por PCR, Vários Materiais;Adenovírus;;detecção quantitativa do DNA por PCR;;;
6468;HEMOSTEND;Hemostasia Endoscópica;Hemostasia Endoscópica;;;;;
6470;ORLATINF;Audiometria, de Tronco encefálico Infantil.;;Audiometria;de Tronco encefálico Infantil.;;;
6476;RETCE;Retirada de corpo estranho;Retirada de corpo estranho;;;;;
6480;COLNHDL;Colesterol não-HDL, soro;Colesterol não-HDL;;;;;soro
6481;USJUGULAR;Ultrassonografia, com Doppler, veias jugulares;;Ultrassonografia;com Doppler;veias jugulares;;
6484;USPROSTINF6;Ultrassonografia, por via abdominal, próstata, infantil - faixa 1;;Ultrassonografia;por via abdominal;próstata;infantil - faixa 1;
6485;MLPAMFC;Triagem genômica, portadores de múltiplas malformações congênita, sangue total;Triagem genômica;;portadores de múltiplas malformações congênita;;;sangue total
6486;ARGONIO;Hemostasia Térmica, Argônio;Hemostasia Térmica;Argônio;;;;
6487;ELF;Escore ELF, soro;Escore ELF;;;;;soro
6488;RMCORSTRESS;Ressonância magnética, com estresse farmacológico, coração;;Ressonância magnética;com estresse farmacológico;coração;;
6489;OHVITADMS;Vitamina D, 25 Hidroxi, POR LC-MS/MS, soro;Vitamina D;;25 Hidroxi, POR LC-MS/MS;;;soro
6492;BIOHPTH;PTH 1-84, PTH (Paratormônio) Bioativo, soro;PTH 1-84;;PTH (Paratormônio) Bioativo;;;soro
6493;GLICS;Glicose, soro;Glicose;;;;;soro
6494;ELASTOFIG;Elastografia Hepática para Controle de Fibrose, por ultrassonografia;;Elastografia Hepática para Controle de Fibrose;por ultrassonografia;;;
6495;RMELASTOFIG;Elastografia, por Ressonância magnética;;Elastografia;por Ressonância magnética;;;
6496;ANEST5;Anestesia, para procedimentos;Anestesia;;para procedimentos;;;
6497;RXVISTO;Raios X, para Visto, tórax, F (PA);;Raios X;para Visto;tórax;F (PA);
6498;TCRCF;Clonalidade da célula T, por Citometria de fluxo, Vários Materiais;Clonalidade da célula T;;por Citometria de fluxo;;;
6501;RESANTIGREG;Identificação de resistência a antiagregantes;;Identificação de resistência a antiagregantes;;;;
6511;CONSCARD;Consultoria, Cardiológica;Consultoria;;Cardiológica;;;
6512;ANIDROGLUT;Anidroglucitol, 1, 5, soro;Anidroglucitol;;1, 5;;;soro
6513;AAZNT8;Anticorpos Anti-ZNT8, soro;Anticorpos Anti-ZNT8;;;;;soro
6514;DRABELO;Drogas de Abuso, cabelo;Drogas de Abuso;;;;;cabelo
6516;URINSV;Urina, Exame de, sondagem vesical, urina colhida por sonda vesical de alívio;Urina, Exame de;;sondagem vesical;;;urina colhida por sonda vesical de alívio
6517;WURSV;Cultura de urina, urina colhida por sonda vesical de alívio;Cultura de urina;;;;;urina colhida por sonda vesical de alívio
6518;PEGTIR;Perfil de expressão gênica, para nódulo de tiroide, punção nódulo;Perfil de expressão gênica;;para nódulo de tiroide;;;punção nódulo
6521;CGH-ARRAY;CGH-Array, microarray, sangue total;CGH-Array;;microarray;;;sangue total
6522;USAOILFE3D;Ultrassonografia, aorta e ilíacas 3D;;Ultrassonografia;;aorta e ilíacas 3D;;
6523;USTRURF3D;Ultrassonografia, trato urinário feminino 3D;;Ultrassonografia;;trato urinário feminino 3D;;
6524;USTRURM3D;Ultrassonografia, trato urinário masculino 3D;;Ultrassonografia;;trato urinário masculino 3D;;
6525;TMOCOLETA1;Transplante de medula óssea, Coleta 1, aférese;Transplante de medula óssea;;Coleta 1;;;aférese
6526;TMOCOLETA2;Transplante de medula óssea, Coleta 2, aférese;Transplante de medula óssea;;Coleta 2;;;aférese
6527;TMOPREPCONG;Transplante de medula óssea, Congelamento e armazenamento;Transplante de medula óssea;;Congelamento e armazenamento;;;
6528;TMOVIABIL;Transplante de medula óssea, Viabilidade, aférese;Transplante de medula óssea;;Viabilidade;;;aférese
6530;WSONIC;Cultura com sonicação, Vários Materiais;Cultura com sonicação;;;;;
6531;GUARDALARI;Guarda, material para LARI;Guarda;;material para LARI;;;
6532;GASOCOR;Gasometria, Cordão umbilical, Sangue;Gasometria;;Cordão umbilical;;;Sangue
6533;ETE3D;Ecocardiograma, tridimensional, transesofágico;;Ecocardiograma;tridimensional;transesofágico;;
6534;TRADLAU;Taxa de tradução do laudo, em língua estrangeira;Taxa de tradução do laudo;;em língua estrangeira;;;
6537;VCZOSTER;Vacina, contra Herpes Zoster;Vacina;;contra Herpes Zoster;;;
6538;ORLVEMP;Potencial evocado miogênico vestibular, cervical , (VEMP);;Potencial evocado miogênico vestibular;;cervical;(VEMP);
6539;RADIO223;Tratamento com, Cloreto de Rádio 223;Tratamento com;;Cloreto de Rádio 223;;;
6546;PNEUJIROPCR;Pneumocystis Jirovecii, PCR qualitativo, Vários Materiais;Pneumocystis Jirovecii;;PCR qualitativo;;;
6551;AGQ1B;Anticorpo Gangliosídeo, GQ1b, IgG, soro;Anticorpo Gangliosídeo;;GQ1b, IgG;;;soro
6552;POLIOMABKUR;Detecção de Poliomavírus, tipo BK, qualitativo, urina;Detecção de Poliomavírus;;tipo BK, qualitativo;;;urina
6553;ECOTERGO;Teste ergométrico e Ecocardiograma;;Teste ergométrico e Ecocardiograma;;;;
6554;CONSULTATOX;Consulta, Estudos Hematológicos;Consulta;;Estudos Hematológicos;;;
6555;RETORNOTOX;Consulta de retorno, Estudos Hematológicos;Consulta de retorno;;Estudos Hematológicos;;;
6556;LAUDOTOX;Resultado Integrado, Estudos Hematológicos;Resultado Integrado;;Estudos Hematológicos;;;
6568;RMPIN;Ressonância magnética, pênis;;Ressonância magnética;;pênis;;
6569;RMESCR;Ressonância magnética, escrotal;;Ressonância magnética;;escrotal;;
6570;ORLOEAI;Otoemissões acústicas, Infantil;;Otoemissões acústicas;Infantil;;;
6571;HIPOCAMPO;Ressonância magnética, Volumetria de Hipocampo;;Ressonância magnética;Volumetria de Hipocampo;;;
6572;WHEMOAEM;Hemocultura p/ aeróbios, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura p/ aeróbios;;identificação rápida por MALDI-ToF;;;
6573;WHEMOAEMP;Hemocultura p aeróbios, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura p aeróbios;;identificação rápida por MALDI-ToF;;;
6574;WHEMOANM;Hemocultura p/ anaeróbios, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura p/ anaeróbios;;identificação rápida por MALDI-ToF;;;
6575;WHEMOANMP;Hemocultura p anaeróbios, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura p anaeróbios;;identificação rápida por MALDI-ToF;;;
6576;WHEMOFUNM;Hemocultura p/ fungos, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura p/ fungos;;identificação rápida por MALDI-ToF;;;
6577;WHEMOFUNMP;Hemocultura p fungos, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura p fungos;;identificação rápida por MALDI-ToF;;;
6581;MFSFLT;Biomarcadores, para pré-eclâmpsia, soro;Biomarcadores;;para pré-eclâmpsia;;;soro
6582;QUIMTMOPRE;Quimerismo pré TMO, amostra do receptor, sangue periférico;Quimerismo pré TMO;;amostra do receptor;;;sangue periférico
6583;QUIMTMODOADOR;Quimerismo doador TMO, amostra do doador, sangue periférico;Quimerismo doador TMO;;amostra do doador;;;sangue periférico
6584;WASP;Expressão da proteína WAS (WASP), sangue total;Expressão da proteína WAS (WASP);;;;;sangue total
6585;CALRET;Pesquisa de mutações no exon 9, do gene da Calreticulina, Vários Materiais;Pesquisa de mutações no exon 9;;do gene da Calreticulina;;;
6586;AAPLA2R;Anticorpos anti-receptor, da fosfolipade A2, soro;Anticorpos anti-receptor;;da fosfolipade A2;;;soro
6587;GRAMURGP;Bacterioscópico, urgente para hospitais, Vários Materiais;Bacterioscópico;;urgente para hospitais;;;
6588;CHIKVPCR;Vírus Chikungunya, detecção do RNA por PCR em tempo real, plasma;Vírus Chikungunya;;detecção do RNA por PCR em tempo real;;;plasma
6589;HPYLORIF;Helicobacter pylori, pesquisa de antígenos, fezes;Helicobacter pylori;;pesquisa de antígenos;;;fezes
6590;PEPC75;Peptídeo C, após teste de glicose 75 g, soro;Peptídeo C;;após teste de glicose 75 g;;;soro
6591;QUIMTMOPOS;Quimerismo pós TMO, amostra do receptor, Vários Materiais;Quimerismo pós TMO;;amostra do receptor;;;
6592;DILATEMEGA;Dilatação de estenose, acalasia;Dilatação de estenose;;acalasia;;;
6593;HGBSGVEURG;Hemoglobina, venosa, urgente, sangue total;Hemoglobina;;venosa, urgente;;;sangue total
6594;HTCOSGVEURG;Hematócrito, venosa, urgente, sangue total;Hematócrito;;venosa, urgente;;;sangue total
6595;TCTEP;Tomografia computadorizada, para TEP (Tromboembolismo Pulmonar);;Tomografia computadorizada;para TEP (Tromboembolismo Pulmonar);;;
6600;WHEMOHM;Hemocultura, identificação rápida por MALDI-ToF, Vários Materiais;Hemocultura;;identificação rápida por MALDI-ToF;;;
6601;RESSECCAOBX;Ressecção, de lesões grandes, do trato digestivo baixo;Ressecção;;de lesões grandes;do trato digestivo baixo;;
6602;USARTD;Ultrassonografia, com Doppler, Artérias Renais;;Ultrassonografia;com Doppler;Artérias Renais;;
6604;AABORDET;Bordetella pertussis, Anticorpos IgG e IgA, soro;Bordetella pertussis;;Anticorpos IgG e IgA;;;soro
6606;PREPTXFEZES;Preparo de material, para transplante fecal, fezes;Preparo de material;;para transplante fecal;;;fezes
6607;MAMOG3D;Mamografia 3D, tomossíntese;;Mamografia 3D;tomossíntese;;;
6610;125VITAD;Vitamina D, 1,25 Dihidroxi, soro;Vitamina D;;1,25 Dihidroxi;;;soro
6611;AGULHARM;Agulhamento, por ressonância magnética;Agulhamento;;por ressonância magnética;;;
6612;RMANGIOPELVE;Angiorressonância magnética, de pelve;;Angiorressonância magnética;;de pelve;;
6613;RMANGIOTORAX;Angiorressonância magnética, torax;;Angiorressonância magnética;;torax;;
6614;RMVENABDOM;Angiorressonância magnética, venosa abdominal;;Angiorressonância magnética;;venosa abdominal;;
6615;TCANGIOPELVE;Angiotomografia, arterial, pelve;;Angiotomografia;arterial;pelve;;
6616;TCCOLANGIO;Colangiografia, por Tomografia computadorizada;;Colangiografia;por Tomografia computadorizada;;;
6617;TCVENABDOM;Angiotomografia, venosa, abdomen superior;;Angiotomografia;venosa;abdomen superior;;
6618;TCVENCRANIO;Angiotomografia, venosa, crânio;;Angiotomografia;venosa;crânio;;
6619;TCVENPELVE;Angiotomografia, venosa, pelve;;Angiotomografia;venosa;pelve;;
6620;TCVENPESC;Angiotomografia, venosa, pescoço;;Angiotomografia;venosa;pescoço;;
6621;TCVENTORAX;Angiotomografia, venosa, torax;;Angiotomografia;venosa;torax;;
6622;TCBRONCOVIRTUAL;Broncoscopia virtual, por Tomografia computadorizada;;Broncoscopia virtual;por Tomografia computadorizada;;;
6623;USVENILI;Ultrassonografia, veias ilíacas;;Ultrassonografia;;veias ilíacas;;
6626;CLAMIDAM;Chlamydia trachomatis, Anticorpos IgA e IgM, soro;Chlamydia trachomatis;;Anticorpos IgA e IgM;;;soro
6632;USAORTRMD;Ultrassonografia, aorta e ramos viscerais;;Ultrassonografia;;aorta e ramos viscerais;;
6633;USARTPOPLITEA;Ultrassonografia, com Doppler, artéria poplítea;;Ultrassonografia;com Doppler;artéria poplítea;;
6634;USVEPOPLITEA;Ultrassonografia, com Doppler, veia poplítea;;Ultrassonografia;com Doppler;veia poplítea;;
6639;USPELFEMINF6;Ultrassonografia, pélvica feminina, infantil - faixa 1;;Ultrassonografia;;pélvica feminina;infantil - faixa 1;
6640;USPELFEMINF12;Ultrassonografia, pélvica feminina, infantil - faixa 2;;Ultrassonografia;;pélvica feminina;infantil - faixa 2;
6641;USPROSTINF12;Ultrassonografia, por via abdominal, próstata, infantil - faixa 2;;Ultrassonografia;por via abdominal;próstata;infantil - faixa 2;
6642;USABTOTALINF6;Ultrassonografia, abdome total, infantil - faixa 1;;Ultrassonografia;;abdome total;infantil - faixa 1;
6643;USABTOTALINF12;Ultrassonografia, abdome total, infantil - faixa 2;;Ultrassonografia;;abdome total;infantil - faixa 2;
6644;USTRURINF6;Ultrassonografia, trato urinário masculino e feminino, infantil - faixa 1;;Ultrassonografia;;trato urinário masculino e feminino;infantil - faixa 1;
6645;USTRURINF12;Ultrassonografia, trato urinário masculino e feminino, infantil - faixa 2;;Ultrassonografia;;trato urinário masculino e feminino;infantil - faixa 2;
6646;USTIRINF6;Ultrassonografia, tiroide, infantil - faixa 1;;Ultrassonografia;;tiroide;infantil - faixa 1;
6647;USTIRINF12;Ultrassonografia, tiroide, infantil - faixa 2;;Ultrassonografia;;tiroide;infantil - faixa 2;
6648;USPARMOLINF6;Ultrassonografia, de partes moles, infantil - faixa 1;;Ultrassonografia;de partes moles;;infantil - faixa 1;
6649;USPARMOLINF12;Ultrassonografia, de partes moles, infantil - faixa 2;;Ultrassonografia;de partes moles;;infantil - faixa 2;
6650;USDEDO;Ultrassonografia, articulação do dedo;;Ultrassonografia;;articulação do dedo;;
6651;USPORTAD;Ultrassonografia, com Doppler, porta-hepática;;Ultrassonografia;com Doppler;porta-hepática;;
6652;TERGOINF;Eletrocardiograma, de esforço, infantil;;Eletrocardiograma;de esforço;;infantil;
6653;USMAMASVAG;Ultrassonografia, mamas e endovaginal;;Ultrassonografia;;mamas e endovaginal;;
6654;TCARTECRANIO;Angiotomografia, arterial, crânio;;Angiotomografia;arterial;crânio;;
6655;TCARTETORAX;Angiotomografia, arterial, torax;;Angiotomografia;arterial;torax;;
6656;TCARTEABDOM;Angiotomografia, arterial, abdomen superior;;Angiotomografia;arterial;abdomen superior;;
6657;TCARTEPESC;Angiotomografia, arterial, pescoço;;Angiotomografia;arterial;pescoço;;
6658;MYD88;Pesquisa da mutação L265P no gene MYD88, Vários Materiais;Pesquisa da mutação L265P no gene MYD88;;;;;
6659;NEFROSD;Nefrograma, radioisotópico, sem diurético;;Nefrograma;radioisotópico, sem diurético;;;
6660;CINTRETICULO;Cintilografia, sistema reticuloendotelial;;Cintilografia;;sistema reticuloendotelial;;
6661;FILTGLOMERULAR;Filtração glomerular, determinação;;Filtração glomerular;determinação;;;
6662;CISTOCINTINDIR;Cistografia indireta;;Cistografia indireta;;;;
6663;FLUXOCEREBRAL;Fluxo sanguíneo cerebral;;Fluxo sanguíneo cerebral;;;;
6664;USARTTEMPD;Ultrassonografia, com Doppler, artérias temporais;;Ultrassonografia;com Doppler;artérias temporais;;
6666;USPROSTD;Ultrassonografia, com Doppler, próstata, via abdominal;;Ultrassonografia;com Doppler;próstata, via abdominal;;
6667;USADRENAD;Ultrassonografia, com Doppler, adrenal;;Ultrassonografia;com Doppler;adrenal;;
6668;USGORDURAVISC;Ultrassonografia, gordura visceral;;Ultrassonografia;;gordura visceral;;
6669;CREATPR;Creatinina, Prova rápida, sangue total;Creatinina;;Prova rápida;;;sangue total
6673;AAPOLIII;Pesquisa anti-RNA polimerase III, Autoanticorpos, soro;Pesquisa anti-RNA polimerase III;;Autoanticorpos;;;soro
6674;ADRELEU;Análise de deleção/duplicação, do gene ABCD1,Adrenoleucodistro, sangue total;Análise de deleção/duplicação;;do gene ABCD1,Adrenoleucodistro;;;sangue total
6678;DM1;Distrofia Miotônica de Steinert, Teste Molecular, sangue total;Distrofia Miotônica de Steinert;;Teste Molecular;;;sangue total
6679;DM2;Distrofia Miotônica - Tipo 2, DM2, sangue total;Distrofia Miotônica - Tipo 2;;DM2;;;sangue total
6680;FRIED;Ataxia de Friedreich, Teste Molecular, sangue total;Ataxia de Friedreich;;Teste Molecular;;;sangue total
6681;HEMOAINV;Hemofilia A, inversão do intron 22, do gene F8 (fator VIII), sangue total;Hemofilia A, inversão do intron 22;;do gene F8 (fator VIII);;;sangue total
6682;HEMOAMUT;Hemofilia A - Pesquisa de mutação familial, no gene do fator VIII, sangue total;Hemofilia A - Pesquisa de mutação familial;;no gene do fator VIII;;;sangue total
6683;HEMOASEQ;Hemofilia A, sequenciamento do gene do fator VIII, sangue total;Hemofilia A;;sequenciamento do gene do fator VIII;;;sangue total
6684;HEMOBMUT;Hemofilia B - pesquisa de mutação familial, no gene do fator IX, sangue total;Hemofilia B - pesquisa de mutação familial;;no gene do fator IX;;;sangue total
6685;HEMOBSEQ;Hemofilia B, sequenciamento do gene do fator IX, sangue total;Hemofilia B;;sequenciamento do gene do fator IX;;;sangue total
6686;MUCO1IDUA;Pesquisa mutação familial, gene IDUA - mucopolissacaridose tipo I, sangue total;Pesquisa mutação familial;;gene IDUA - mucopolissacaridose tipo I;;;sangue total
6687;MUCO1SEQIDUA;Sequenciamento gene IDUA, mucopolissacaridose tipo I, sangue total;Sequenciamento gene IDUA;;mucopolissacaridose tipo I;;;sangue total
6688;MUCO2IDS;Pesquisa mutação familial/gene IDS, mucopolissacaridose tipo II, sangue total;Pesquisa mutação familial/gene IDS;;mucopolissacaridose tipo II;;;sangue total
6689;MUCO2SEQIDS;Sequenciamento do gene IDS, mucopolissacaridose tipo II, sangue total;Sequenciamento do gene IDS;;mucopolissacaridose tipo II;;;sangue total
6690;MUCO2SEQD;Análise deleção/duplicação gene IDS, mucopolissacaridose tipo II, sangue total;Análise deleção/duplicação gene IDS;;mucopolissacaridose tipo II;;;sangue total
6691;SOX9;Seq do gene SOX9, teste molecular para displasia campomélica, sangue total;Seq do gene SOX9;;teste molecular para displasia campomélica;;;sangue total
6692;MUCO2D;Análise de deleção/duplicação do IDS, mucopolissacaridose tipo II, sangue total;Análise de deleção/duplicação do IDS;;mucopolissacaridose tipo II;;;sangue total
6693;HIVPR;HIV 1 e 2, teste rápido, para Hospitais, soro;HIV 1 e 2;;teste rápido, para Hospitais;;;soro
6694;BRCAASHK;Painel de 3 mutações para câncer de mama, em judeus Ashkenazi, sangue total;Painel de 3 mutações para câncer de mama;;em judeus Ashkenazi;;;sangue total
6697;PFTROMBEL1;Perfil Trombel Básico 1, para Hospitais, sangue;Perfil Trombel Básico 1;;para Hospitais;;;sangue
6698;PFTROMBEL2;Perfil Trombel Básico 2, para Hospitais, sangue;Perfil Trombel Básico 2;;para Hospitais;;;sangue
6700;SOS1SEQ;Seq do gene SOS1, teste molecular para síndrome de Noonan, sangue total;Seq do gene SOS1;;teste molecular para síndrome de Noonan;;;sangue total
6701;RAF1SEQ;Sequenciamento do gene RAF1, sangue total;Sequenciamento do gene RAF1;;;;;sangue total
6702;RIT1SEQ;Sequenciamento do gene RIT1, sangue total;Sequenciamento do gene RIT1;;;;;sangue total
6703;KRASSEQ;Sequenciamento do gene KRAS, sangue total;Sequenciamento do gene KRAS;;;;;sangue total
6704;NRASSEQ;Sequenciamento do gene NRAS, sangue total;Sequenciamento do gene NRAS;;;;;sangue total
6705;SHOC2SEQ;Seq do gene SHOC2, teste molecular para síndrome de Noonan, sangue total;Seq do gene SHOC2;;teste molecular para síndrome de Noonan;;;sangue total
6706;CBLSEQ;Sequenciamento do gene CBL, sangue total;Sequenciamento do gene CBL;;;;;sangue total
6707;BRAFSEQ;Sequenciamento do gene BRAF, sangue total;Sequenciamento do gene BRAF;;;;;sangue total
6708;MAP2K1SEQ;Sequenciamento do gene MAP2K1, sangue total;Sequenciamento do gene MAP2K1;;;;;sangue total
6709;MAP2K2SEQ;Sequenciamento do gene MAP2K2, sangue total;Sequenciamento do gene MAP2K2;;;;;sangue total
6710;HRASSEQ;Sequenciamento do gene HRAS, sangue total;Sequenciamento do gene HRAS;;;;;sangue total
6711;SPRED1SEQ;Sequenciamento do gene SPRED1, sangue total;Sequenciamento do gene SPRED1;;;;;sangue total
6712;NOONAN12SEQ;Síndrome NOONAN, painel com 12 genes, Vários Materiais;Síndrome NOONAN, painel com 12 genes;;;;;
6713;UBE3ASEQ;Seq do gene UBE3A, teste molecular para síndrome de Angelman, sangue total;Seq do gene UBE3A;;teste molecular para síndrome de Angelman;;;sangue total
6714;ALPLSEQ;Sequenciamento do gene ALPL, síndrome de hipofosfatasia, sangue total;Sequenciamento do gene ALPL;;síndrome de hipofosfatasia;;;sangue total
6715;MSHMLHSEQ;PAINEL PARA  CÂNCER, DE CÓLON HEREDITÁRIO, sangue total;PAINEL PARA  CÂNCER ;;DE CÓLON HEREDITÁRIO;;;sangue total
6716;MLH1SEQ;Sequenciamento e análise de grandes, rearranjos no gene MLH1, sangue total;Sequenciamento e análise de grandes;;rearranjos no gene MLH1;;;sangue total
6717;MSH2SEQ;Sequenciamento e análise de grandes, rearranjos no gene MSH2, sangue total;Sequenciamento e análise de grandes;;rearranjos no gene MSH2;;;sangue total
6718;MSH6SEQ;Sequenciamento do gene MSH6, sangue total;Sequenciamento do gene MSH6;;;;;sangue total
6719;MLH1MUT;Pesquisa de mutação familial, conhecida no gene MLH1, sangue total;Pesquisa de mutação familial;;conhecida no gene MLH1;;;sangue total
6720;MSH2MUT;Pesquisa de mutação familial, conhecida no gene MSH2, sangue total;Pesquisa de mutação familial;;conhecida no gene MSH2;;;sangue total
6721;MSH6MUT;Pesquisa de mutação familial, conhecida no gene MSH6, sangue total;Pesquisa de mutação familial;;conhecida no gene MSH6;;;sangue total
6722;IFITM5SEQ;Sequenciamento do gene IFITM5, Osteogênese imperfeita tipo V, sangue total;Sequenciamento do gene IFITM5;;Osteogênese imperfeita tipo V;;;sangue total
6723;COL1A1SEQ;Sequenciamento do gene COL1A1, Osteogênese imperfeita, sangue total;Sequenciamento do gene COL1A1;;Osteogênese imperfeita;;;sangue total
6724;COL1A2SEQ;Sequenciamento do gene COL1A2, Osteogênese imperfeita tipo V, sangue total;Sequenciamento do gene COL1A2;;Osteogênese imperfeita tipo V;;;sangue total
6725;COL1A1E2SEQ;Sequenciamento do gene COL1A1 e COL1A2, Osteogênese imperfeita, sangue total;Sequenciamento do gene COL1A1 e COL1A2;;Osteogênese imperfeita;;;sangue total
6726;APCSEQ;Sequenciamento completo do gene APC, sangue total;Sequenciamento completo do gene APC;;;;;sangue total
6727;APCMUT;Pesquisa de mutação familial, conhecida no gene APC, sangue total;Pesquisa de mutação familial;;conhecida no gene APC;;;sangue total
6728;MYHMUT;Pesquisa de mutação familial, conhecida no gene MYH, sangue total;Pesquisa de mutação familial;;conhecida no gene MYH;;;sangue total
6729;CREATEFG;Cálculo da Estimativa da Taxa, de Filtração Glomerular, soro;Cálculo da Estimativa da Taxa;;de Filtração Glomerular;;;soro
6730;USMISDVATE;Ultrassonografia, doppler arterial e venoso, membros inferiores, para regionais;;Ultrassonografia;doppler arterial e venoso;membros inferiores;para regionais;
6731;USMISDOATE;Ultrassonografia, com doppler arterial de, membros inferiores, para regionais;;Ultrassonografia;com doppler arterial de;membros inferiores;para regionais;
6732;USMISDOVTE;Ultrassonografia, com doppler venoso de, membros inferiores, para regionais;;Ultrassonografia;com doppler venoso de;;para regionais;
6733;USMSSDVATE;Ultrassonografia, doppler arterial e venoso, membros superiores, para regionais;;Ultrassonografia;doppler arterial e venoso;membros superiores;para regionais;
6734;USMSSDOATE;Ultrassonografia, com doppler arterial de, membros superiores, para regionais;;Ultrassonografia;com doppler arterial de;membros superiores;para regionais;
6735;USMSSDOVTE;Ultrassonografia, com doppler venoso de, membros superiores, para regionais;;Ultrassonografia;com doppler venoso de;membros superiores;para regionais;
6736;USANTEBTE;Ultrassonografia, bilateral de antebraço, para regionais;;Ultrassonografia;;bilateral de antebraço;para regionais;
6737;USBRACOTE;Ultrassonografia, bilateral de braço, para regionais;;Ultrassonografia;;bilateral de braço;para regionais;
6738;USCOTOVTE;Ultrassonografia, bilateral de cotovelo, para regionais;;Ultrassonografia;;bilateral de cotovelo;para regionais;
6739;USCOXATE;Ultrassonografia, bilateral de coxa, para regionais;;;;bilateral de coxa;para regionais;
6740;USJOELHTE;Ultrassonografia, bilateral de joelho, para regionais;;Ultrassonografia;;bilateral de joelho;para regionais;
6741;USMAOTE;Ultrassonografia, bilateral de mão, para regionais;;Ultrassonografia;;bilateral de mão;para regionais;
6742;USOMBROTE;Ultrassonografia, bilateral de ombro, para regionais;;Ultrassonografia;;bilateral de ombro;para regionais;
6743;USPETE;Ultrassonografia, bilateral de pé, para regionais;;Ultrassonografia;;bilateral de pé;para regionais;
6744;USPERNATE;Ultrassonografia, bilateral de perna, para regionais;;Ultrassonografia;;bilateral de perna;para regionais;
6745;USPUNHOTE;Ultrassonografia, bilateral de punho, para regionais;;Ultrassonografia;;bilateral de punho;para regionais;
6747;USQUADRTE;Ultrassonografia, bilateral de quadril, para regionais;;Ultrassonografia;;bilateral de quadril;para regionais;
6748;USTORNTE;Ultrassonografia, bilateral de tornozelo, para regionais;;Ultrassonografia;;bilateral de tornozelo;para regionais;
6751;VCMENINB;Vacina, contra Meningococo B, recombinante;Vacina;;contra Meningococo B, recombinante;;;
